Order_ID,Order_Date,Customer_ID,Customer_Name,Category,Sub_Category,Product_Name,Region,State,City,Quantity,Discount,Unit_Price,Sales,Profit,Payment_Method,Customer_Segment,Sales_Channel,Year,Quarter,Month,Year_Month,Profit_Margin
ORD107019,2023-01-02 19:52:54,CUST12648,Priya Yadav,Home Appliances,Cooling,Air Cooler,North,Uttarakhand,Dehradun,1,0.2,11609.88,9287.9,470.68,Debit Card,Consumer,Retail Store,2023,Q1,Jan,2023-01,0.0507
ORD119789,2023-01-02 22:14:47,CUST12998,Manish Malhotra,Electronics,Laptops,HP Pavilion 15,West,Gujarat,Surat,2,0.1,67088.89,120760.0,9416.64,Credit Card,Consumer,Online,2023,Q1,Jan,2023-01,0.078
ORD148309,2023-01-02 22:51:32,CUST15045,Ayush Bansal,Electronics,Laptops,HP Pavilion 15,North,Haryana,Gurugram,7,0.1,55902.26,352184.24,23146.64,UPI,Consumer,Retail Store,2023,Q1,Jan,2023-01,0.0657
ORD121745,2023-01-02 23:02:32,CUST11403,Tanya Srivastava,Furniture,Storage,Bookshelf,West,Maharashtra,Mumbai,2,0.2,5657.86,9052.58,714.0,Net Banking,Corporate,Retail Store,2023,Q1,Jan,2023-01,0.0789
ORD111209,2023-01-02 23:49:36,CUST17528,Kavya Srivastava,Furniture,Tables,Office Work Desk,North,Haryana,Gurugram,4,0.0,11104.16,44416.64,8936.53,UPI,Corporate,Marketplace,2023,Q1,Jan,2023-01,0.2012
ORD137793,2023-01-03 00:12:56,CUST15887,Pooja Sharma,Electronics,Laptops,Lenovo IdeaPad Slim,East,Odisha,Bhubaneswar,1,0.25,52768.63,39576.47,-248.43,UPI,Consumer,Online,2023,Q1,Jan,2023-01,-0.0063
ORD142883,2023-01-03 01:20:59,CUST16534,Manish Singh,Electronics,Mobiles,OnePlus Nord CE,Central,Madhya Pradesh,Indore,3,0.1,26157.32,70624.76,4073.84,Credit Card,Corporate,Retail Store,2023,Q1,Jan,2023-01,0.0577
ORD109179,2023-01-03 01:57:09,CUST15139,Simran Agarwal,Home Appliances,Cooling,Air Cooler,West,Goa,Panaji,1,0.1,12481.6,11233.44,1284.17,UPI,Corporate,Marketplace,2023,Q1,Jan,2023-01,0.1143
ORD123180,2023-01-03 02:19:22,CUST17714,Karan Choudhary,Electronics,Accessories,Bluetooth Speaker,Central,Madhya Pradesh,Bhopal,2,0.2,3511.2,5617.92,102.03,Credit Card,Corporate,Online,2023,Q1,Jan,2023-01,0.0182
ORD128453,2023-01-03 02:43:06,CUST14717,Ayush Malhotra,Furniture,Storage,Bookshelf,East,Jharkhand,Ranchi,3,0.2,5393.97,12945.53,1044.59,UPI,Consumer,Marketplace,2023,Q1,Jan,2023-01,0.0807
ORD148599,2023-01-03 05:03:57,CUST15917,Arjun Bansal,Furniture,Storage,Bookshelf,Central,Chhattisgarh,Raipur,10,0.15,5372.39,45665.32,5019.61,UPI,Small Business,Online,2023,Q1,Jan,2023-01,0.1099
ORD147150,2023-01-03 06:09:09,CUST11013,Sahil Bansal,Home Appliances,Kitchen,Air Fryer,North,Uttar Pradesh,Lucknow,1,0.05,7693.82,7309.13,995.21,UPI,Consumer,Online,2023,Q1,Jan,2023-01,0.1362
ORD132154,2023-01-03 06:24:02,CUST17952,Ayush Mehta,Home Appliances,Kitchen,Air Fryer,East,Jharkhand,Ranchi,1,0.15,7177.07,6100.51,379.21,Debit Card,Consumer,Marketplace,2023,Q1,Jan,2023-01,0.0622
ORD118745,2023-01-03 06:36:58,CUST10903,Ananya Das,Fashion,Men,Men's Casual Shirt,Central,Madhya Pradesh,Bhopal,2,0.15,1325.54,2253.42,213.71,Cash,Consumer,Online,2023,Q1,Jan,2023-01,0.0948
ORD143614,2023-01-03 09:32:28,CUST14162,Ishita Singh,Furniture,Storage,Bookshelf,North,Punjab,Ludhiana,1,0.1,5230.2,4707.18,465.12,Credit Card,Consumer,Retail Store,2023,Q1,Jan,2023-01,0.0988
ORD126412,2023-01-03 09:47:01,CUST13288,Meera Shah,Electronics,Accessories,Power Bank 20000mAh,North,Delhi,New Delhi,2,0.25,1730.71,2596.06,-21.1,UPI,Corporate,Online,2023,Q1,Jan,2023-01,-0.0081
ORD123913,2023-01-03 10:06:41,CUST12456,Mohit Choudhary,Electronics,Mobiles,Samsung Galaxy A55,North,Uttar Pradesh,Lucknow,3,0.25,31546.99,70980.73,-603.38,EMI,Small Business,Retail Store,2023,Q1,Jan,2023-01,-0.0085
ORD136937,2023-01-03 12:28:19,CUST11560,Aarav Kumar,Home Appliances,Kitchen,Air Fryer,Central,Madhya Pradesh,Bhopal,2,0.0,6910.55,13821.1,2133.45,Debit Card,Consumer,Retail Store,2023,Q1,Jan,2023-01,0.1544
ORD118279,2023-01-03 13:57:22,CUST13750,Pooja Pandey,Furniture,Chairs,Ergonomic Office Chair,South,Tamil Nadu,Chennai,2,0.05,8459.51,16073.07,2214.25,EMI,Consumer,Retail Store,2023,Q1,Jan,2023-01,0.1378
ORD148303,2023-01-03 14:28:16,CUST16621,Mohit Bansal,Electronics,Laptops,Lenovo IdeaPad Slim,North,Haryana,Gurugram,1,0.0,49339.56,49339.56,7284.35,Net Banking,Consumer,Marketplace,2023,Q1,Jan,2023-01,0.1476
ORD113953,2023-01-03 14:42:41,CUST11186,Rohan Jain,Furniture,Chairs,Ergonomic Office Chair,West,Maharashtra,Pune,1,0.05,8846.71,8404.37,1109.49,Cash,Small Business,Online,2023,Q1,Jan,2023-01,0.132
ORD140960,2023-01-03 14:59:14,CUST12355,Aditya Das,Home Appliances,Cooling,Air Cooler,Central,Madhya Pradesh,Bhopal,2,0.05,11590.81,22022.54,2867.0,Debit Card,Small Business,Online,2023,Q1,Jan,2023-01,0.1302
ORD123957,2023-01-03 15:06:14,CUST12350,Aarav Patel,Electronics,Mobiles,iPhone 15,North,Uttar Pradesh,Kanpur,6,0.1,67165.59,362694.19,31170.43,UPI,Consumer,Retail Store,2023,Q1,Jan,2023-01,0.0859
ORD109699,2023-01-03 15:07:48,CUST15627,Ankit Singh,Furniture,Tables,Office Work Desk,West,Gujarat,Ahmedabad,10,0.0,12666.7,126667.0,22685.84,Credit Card,Consumer,Retail Store,2023,Q1,Jan,2023-01,0.1791
ORD140663,2023-01-03 15:11:10,CUST14152,Tanya Sharma,Electronics,Accessories,Power Bank 20000mAh,West,Gujarat,Surat,3,0.05,1913.47,5453.39,438.71,EMI,Corporate,Online,2023,Q1,Jan,2023-01,0.0804
ORD108999,2023-01-03 15:58:39,CUST15155,Mohit Agarwal,Home Appliances,Cleaning,Vacuum Cleaner,West,Maharashtra,Pune,3,0.15,10219.66,26060.13,1799.95,UPI,Consumer,Marketplace,2023,Q1,Jan,2023-01,0.0691
ORD123503,2023-01-03 16:26:13,CUST11883,Shreya Patel,Office Supplies,Paper,A4 Paper Ream,West,Gujarat,Ahmedabad,7,0.1,380.61,2397.84,352.39,Debit Card,Corporate,Retail Store,2023,Q1,Jan,2023-01,0.147
ORD129712,2023-01-03 17:15:17,CUST17600,Aisha Patel,Home Appliances,Cleaning,Vacuum Cleaner,North,Uttar Pradesh,Lucknow,5,0.2,10331.02,41324.08,2146.43,Credit Card,Consumer,Online,2023,Q1,Jan,2023-01,0.0519
ORD123248,2023-01-03 17:28:45,CUST13707,Meera Sharma,Furniture,Storage,Filing Cabinet,North,Rajasthan,Jaipur,1,0.25,7430.67,5573.0,235.89,Net Banking,Consumer,Marketplace,2023,Q1,Jan,2023-01,0.0423
ORD114518,2023-01-03 18:58:35,CUST11202,Rahul Mishra,Electronics,Laptops,Dell Inspiron 15,South,Andhra Pradesh,Vijayawada,2,0.3,57879.47,81031.26,-3357.3,UPI,Corporate,Online,2023,Q1,Jan,2023-01,-0.0414
ORD120966,2023-01-03 20:30:20,CUST12071,Pooja Jain,Electronics,Accessories,Power Bank 20000mAh,North,Delhi,New Delhi,1,0.05,1673.12,1589.46,189.38,UPI,Consumer,Online,2023,Q1,Jan,2023-01,0.1191
ORD111481,2023-01-03 20:31:25,CUST17119,Nikhil Pandey,Home Appliances,Cleaning,Vacuum Cleaner,North,Haryana,Gurugram,2,0.2,9512.95,15220.72,653.41,Debit Card,Small Business,Retail Store,2023,Q1,Jan,2023-01,0.0429
ORD105032,2023-01-03 21:06:01,CUST11135,Aisha Agarwal,Furniture,Storage,Filing Cabinet,South,Karnataka,Bengaluru,2,0.05,7058.95,13412.0,2270.9,Credit Card,Consumer,Marketplace,2023,Q1,Jan,2023-01,0.1693
ORD114107,2023-01-03 21:22:48,CUST12102,Sneha Kumar,Office Supplies,Stationery,Premium Notebook,Central,Madhya Pradesh,Bhopal,2,0.0,475.27,950.54,235.01,Cash,Corporate,Retail Store,2023,Q1,Jan,2023-01,0.2472
ORD107212,2023-01-03 21:23:43,CUST14084,Muskan Choudhary,Office Supplies,Printing,Laser Printer,North,Uttarakhand,Dehradun,1,0.1,19102.09,17191.88,3126.35,Credit Card,Small Business,Online,2023,Q1,Jan,2023-01,0.1819
ORD116119,2023-01-03 22:08:36,CUST15998,Mohit Malhotra,Electronics,Mobiles,iPhone 15,East,West Bengal,Kolkata,2,0.0,61069.15,122138.3,12850.52,Debit Card,Corporate,Online,2023,Q1,Jan,2023-01,0.1052
ORD148096,2023-01-03 22:36:59,CUST13278,Ishita Patel,Electronics,Accessories,Wireless Earbuds,East,Jharkhand,Ranchi,1,0.0,2298.43,2298.43,241.42,UPI,Corporate,Online,2023,Q1,Jan,2023-01,0.105
ORD106549,2023-01-03 23:52:18,CUST12883,Riya Gupta,Home Appliances,Kitchen,Mixer Grinder,West,Maharashtra,Pune,1,0.0,4478.62,4478.62,645.6,EMI,Corporate,Retail Store,2023,Q1,Jan,2023-01,0.1442
ORD124027,2023-01-04 01:03:57,CUST10147,Riya Shah,Furniture,Storage,Filing Cabinet,East,Bihar,Patna,1,0.05,7418.15,7047.24,994.39,Cash,Small Business,Online,2023,Q1,Jan,2023-01,0.1411
ORD131755,2023-01-04 01:28:24,CUST11697,Ankit Joshi,Home Appliances,Cleaning,Vacuum Cleaner,West,Gujarat,Surat,8,0.05,10260.69,77981.24,9511.29,EMI,Corporate,Online,2023,Q1,Jan,2023-01,0.122
ORD143542,2023-01-04 02:28:32,CUST11331,Sneha Pandey,Home Appliances,Kitchen,Air Fryer,South,Andhra Pradesh,Vijayawada,4,0.1,7584.2,27303.12,3002.34,UPI,Small Business,Marketplace,2023,Q1,Jan,2023-01,0.11
ORD101147,2023-01-04 02:46:13,CUST12413,Manish Gupta,Electronics,Mobiles,Samsung Galaxy A55,Central,Madhya Pradesh,Bhopal,1,0.15,35130.66,29861.06,1216.8,UPI,Corporate,Marketplace,2023,Q1,Jan,2023-01,0.0407
ORD143826,2023-01-04 02:47:05,CUST12175,Kavya Verma,Office Supplies,Paper,A4 Paper Ream,Central,Madhya Pradesh,Indore,3,0.1,391.98,1058.35,193.26,Debit Card,Consumer,Retail Store,2023,Q1,Jan,2023-01,0.1826
ORD120568,2023-01-04 03:16:32,CUST11428,Raj Yadav,Electronics,Laptops,Lenovo IdeaPad Slim,East,West Bengal,Kolkata,1,0.1,50685.38,45616.84,3369.62,EMI,Consumer,Marketplace,2023,Q1,Jan,2023-01,0.0739
ORD104887,2023-01-04 03:24:40,CUST10397,Priya Sinha,Home Appliances,Cleaning,Vacuum Cleaner,South,Telangana,Hyderabad,2,0.05,10134.69,19255.91,2436.74,Net Banking,Consumer,Retail Store,2023,Q1,Jan,2023-01,0.1265
ORD136366,2023-01-04 05:33:05,CUST16090,Arjun Kumar,Electronics,Laptops,Dell Inspiron 15,East,Odisha,Bhubaneswar,4,0.05,59353.43,225543.03,25956.67,Credit Card,Consumer,Online,2023,Q1,Jan,2023-01,0.1151
ORD114552,2023-01-04 05:55:17,CUST16900,Ananya Shah,Electronics,Accessories,Bluetooth Speaker,West,Gujarat,Surat,4,0.15,3201.67,10885.68,487.74,Debit Card,Consumer,Marketplace,2023,Q1,Jan,2023-01,0.0448
ORD117340,2023-01-04 06:01:52,CUST11865,Aditya Shah,Electronics,Accessories,Bluetooth Speaker,Central,Madhya Pradesh,Bhopal,5,0.15,3368.71,14317.02,663.25,UPI,Corporate,Retail Store,2023,Q1,Jan,2023-01,0.0463
ORD122345,2023-01-04 06:04:46,CUST12649,Riya Joshi,Office Supplies,Paper,A4 Paper Ream,West,Goa,Panaji,4,0.25,395.07,1185.21,75.26,UPI,Consumer,Online,2023,Q1,Jan,2023-01,0.0635
ORD148813,2023-01-04 06:38:07,CUST14879,Rahul Choudhary,Furniture,Tables,Office Work Desk,North,Rajasthan,Jaipur,1,0.05,12415.77,11794.98,1678.61,UPI,Corporate,Online,2023,Q1,Jan,2023-01,0.1423
